gene	p	fdr
LRSAM1	1.40606088915287e-05	0.000458674597212109
PGM1	0.0173063509650549	0.0889076709933935
MED9	0.0150280776875887	0.0824996491788536
MTX2	0.0418614842285166	0.139456005832028
CCNL2	1	1
SLC26A6	1	1
KIN	1	1
CDK17	1	1
GDF7	1	1
HEY2	1	1
HIST1H4I	1	1
PGM2	0.000163204087318728	0.00297867110408907
EIF2B2	1	1
PXMP4	1	1
RARS2	1	1
PKIA	1	1
ELMOD3	1	1
VCX3B	1	1
NDOR1	1	1
SRSF2	1	1
ALAS1	0.0195417892883148	0.0953922927859072
STYK1	0.00983308721588634	0.0625040279238813
THAP7	1	1
ARRDC2	1	1
CTRB2	0.0219325152757244	0.101506152775101
TMPRSS2	1	1
EFCAB7	1	1
CCDC112	1	1
DPY19L4	1	1
ATP6V1E2	1	1
CAMK1	0.00172588455148644	0.0162016125282099
NUBP2	1	1
RRAGA	1	1
GALNT7	1	1
PPP1R37	1.4913755085353e-05	0.000478765433137752
CCT3	0.0264972640116868	0.112091600528624
SLC29A3	1	1
FGF4	1	1
SPATS2L	5.85494049762734e-06	0.000234280551073615
CTNNBIP1	1	1
KANSL2	1	1
E2F4	0.0208156557400645	0.0989510347452924
CDK4	5.48385412191069e-10	1.10656342102841e-07
DDX49	1	1
BCL7C	0.000243094416076822	0.00395588551507501
LDLRAP1	0.0291079173119332	0.11713656183221
DNAJB6	1	1
HDHD3	1	1
ARPC1A	1	1
DDX20	1	1
DDX39B	1	1
HIST1H2BN	1	1
D2HGDH	1	1
COQ4	0.00932041131073819	0.0601969866319968
RWDD2A	1	1
CD70	1	1
ZNF248	1	1
DFFA	1	1
SNX1	0.0263276439994148	0.111750399040255
MFAP3	0.0165713137808035	0.0869824627104604
PDZK1	1	1
ID1	1	1
P2RY1	1	1
RAB7A	0.0333591690276379	0.125344195589325
SHISA5	1	1
UBA5	0.0255295719131097	0.109639769921762
SYNPO	0.000117917527634167	0.00234589447582057
RRP9	0.00101856057575096	0.0112399751035018
NDUFV2	0.0288218702661842	0.116652241975923
TRIM16L	0.0144977349997278	0.0803375860616534
SRSF1	1	1
DCAF15	1	1
TMEM201	0.00369124417155472	0.0299625260548436
IL32	0.0316799857595195	0.121630823281656
LYPLA2	0.0383894763993009	0.133788214235848
ANXA10	1	1
MDM4	1	1
TPD52L2	1	1
ENDOV	1	1
TMEM30A	1	1
TXN2	1	1
MFSD2B	1	1
TRIP6	5.04713998469315e-05	0.00122395605667146
ABHD17C	1	1
CCDC65	0.00925784369107856	0.0599206184716541
DDX31	0.0206997318849623	0.0986117075464056
RPL6	0.0108931434991467	0.0670438570481252
ANAPC4	1	1
TRIM4	1	1
NOP16	1	1
FAM234B	0.0299533843825893	0.118633483419968
AURKA	1	1
TLR3	1	1
SPG21	1	1
IMPAD1	1	1
RPF2	1	1
NAP1L3	1	1
FAM104A	3.86310018515904e-07	2.8871052971096e-05
PDE7B	1	1
MEST	1	1
MARC2	1	1
HOOK1	0.000547269441175425	0.00708540866783032
AIMP1	0.00193640823780721	0.0177039930347911
ZBTB17	1	1
ANAPC7	0.00682920297830737	0.0479674251957193
LIMS2	1	1
PI4K2A	1.69972183060739e-05	0.000524204603871822
KIAA2012	1	1
ADGRA1	1	1
CYP39A1	1	1
ALKBH3	1	1
LITAF	1	1
PRKACB	0.0134455712580759	0.0767348258667965
PVRL1	1	1
TRIM16	1	1
KRTAP19-7	1	1
RNF217	1	1
TOPORS	0.0172841224321151	0.0889068570115169
TRIM14	1	1
POU5F1	0.000727908917000989	0.00870947803359101
TMEM55A	0.0385686647801301	0.134038178002515
NOL12	1	1
EIF2D	1	1
WDR76	1	1
TBXA2R	1	1
BNIP1	1	1
ZNF419	1	1
ATG5	1	1
CFAP97	0.022003388655439	0.101677623625195
CYP3A5	1	1
ACTN1	0.000588411633501443	0.00747421389363574
VPS33A	1	1
TMC5	0.0207485445268668	0.0987501879678256
ZBTB6	1	1
IGFALS	0.00860127658405176	0.0567135039770738
ARG2	1	1
NDRG3	1	1
FUNDC2	1	1
VCP	0.000210630840314127	0.00355455271139432
HNRNPUL1	0.0079515419946521	0.0536624609051414
GPR143	1	1
CYP20A1	1	1
AQP4	1	1
MIB1	0.0349127793735085	0.127704481195543
SQLE	1	1
MPHOSPH10	0.0428212061759716	0.140846667057777
CD9	1	1
BTG3	1	1
MAPK8IP1	1.3053919053852e-05	0.000431818750903184
H2AFB1	1	1
THUMPD1	0.0222687832279871	0.102339767324788
DDX28	1	1
PCK1	1	1
ZPR1	1	1
IL20	1	1
MGP	0.00102015865489074	0.0112488220143104
FZD5	1	1
ACTR3C	1	1
TMEM19	0.044294343078665	0.142691725393216
BAG4	0.0273287424878607	0.113694644547559
VPS39	1	1
TMEM43	1	1
GDF6	1	1
HOXA4	1	1
PDIA4	0.0127644330433987	0.0746814871115064
PLD3	0.00309160096958855	0.0260088527072295
UTF1	1	1
BNIPL	1	1
ETFA	0.0299304399546789	0.118633483419968
DEFB116	1	1
POLR2J	0.00308789562084556	0.0259931618858424
TMEM192	0.0427800310821258	0.140846667057777
TSPAN8	1	1
SSBP4	1	1
GINS2	1	1
ZER1	0.0360850158154615	0.129744080223022
ENGASE	1	1
SH3GL1	0.0206866433131215	0.0985826035080437
RAB23	1	1
RNF149	1	1
ZNF844	1	1
LINGO1	1	1
CAPZA1	1	1
EEF1E1	0.0405589729317914	0.137592482906491
USP48	0.000290815989607443	0.00449920684907463
REL	1	1
RAB11FIP3	1	1
TMEM33	1	1
RND3	1	1
ACTR3	0.0425697241290318	0.140786081321136
SORCS2	0.00230417518721508	0.0203797586220494
TAL1	1	1
IBSP	1	1
PRCP	0.00144587808897276	0.0143218990229595
PKIB	1	1
TMEM39A	0.0192108722749935	0.0946802410622064
FADD	1	1
BARX2	1	1
ACVR2B	1	1
BUB1B	3.79105681108309e-05	0.000980745008361697
LAT2	0.000156591958105489	0.00290357394633457
KLRG2	0.0102933230381927	0.0646286401289577
MBIP	1	1
NCAPG2	0.000869989768880293	0.00997746594554611
MICU2	1	1
UCK2	1	1
CTH	1	1
NUP58	1	1
PNPLA2	1	1
CPSF3L	0.00318536878119744	0.0266390373205529
ATG7	1	1
SNX17	1	1
PTOV1	1	1
TMEM59L	1	1
MYL2	1	1
SIGMAR1	1	1
MBTD1	1	1
GNAI1	0.0468669589496044	0.146130056405035
TMEM109	1	1
OXGR1	1	1
PAGE2	1	1
PMM2	0.0405964481702329	0.137610950421058
RELL1	1	1
ARL10	1	1
ARSH	1	1
REPS2	1	1
RNF138	1	1
RHNO1	1	1
NUFIP2	1	1
VIPR2	1	1
SLC50A1	1	1
FUNDC1	1	1
TUBG2	1	1
GNB4	1	1
CSRP3	1	1
PDCD5	1	1
KANSL3	0.000942505913257803	0.0105910071796074
CAT	1	1
TUBB8	8.21322361389751e-05	0.00175244386021605
PPP1CC	0.000473886433326988	0.00636278124595409
SLC47A1	1	1
CBFB	1	1
SMYD2	1	1
MIF4GD	1	1
ANKRD13C	1	1
RNPC3	1	1
GMFG	1	1
SMAD9	1.72941558895326e-05	0.000532200331023198
ANKS4B	1	1
GNAT1	1	1
PINX1	0.0017033171478253	0.0160502699886807
COMTD1	1	1
UMPS	0.0351786650306301	0.128231908014878
TMEM47	1	1
ACAT1	0.000122675344118501	0.00242249324562064
NNT	1	1
INPP5A	1	1
SULT2B1	1	1
CPLX1	1	1
STX12	1	1
FIP1L1	0.034089169224912	0.126347288192569
RFC3	1	1
ATOX1	1	1
P2RY14	1	1
NAP1L2	1	1
LRR1	1	1
MAGEA1	1	1
NAA10	1	1
SLMAP	1	1
LY6G6F	0.0160806389967271	0.085732412311173
LANCL1	1	1
HCK	5.62439155262239e-05	0.00133480183341942
OGG1	0.0360485343097698	0.129695758310111
KIAA1191	1	1
FAM109A	1	1
CISD3	1	1
COQ6	1	1
TREML2	0.00658769415677854	0.0466188276375235
FAM222B	1	1
SF3B2	0.000275731450695936	0.0043322655629367
FGG	0.00181890561261255	0.0168693642666791
PPP1R1B	0.0226035332548181	0.103459140383767
TPH1	1	1
RTKN	0.0123847175800564	0.0734092051272752
GALNT1	1	1
SCML1	1	1
WNT4	1	1
SFMBT1	1	1
SNX12	1	1
ZCCHC17	1	1
PTDSS2	1	1
ATP1B1	1	1
COA7	0.0137354584892433	0.0776985787587351
SYT6	1	1
ARNTL	1	1
PRMT1	1	1
KRT20	3.5057610066307e-07	2.67669590371128e-05
PERM1	0.0446169883908395	0.143116822749203
HBEGF	1	1
TRIM31	1	1
SECTM1	1	1
AAMP	1	1
SIK2	0.04439090681846	0.142798919431801
MIER2	0.0482647795810599	0.147763778279844
DRG1	0.0231773945707643	0.104661348565232
CLDN18	1	1
SYNCRIP	1	1
KLF16	0.0175873149596631	0.0895328333427544
CPVL	1	1
CORO1C	1	1
CLN5	1	1
SPIB	1	1
EFHD1	1	1
GTPBP3	0.00388162032504171	0.0311522085745535
SLC16A4	1	1
TFAM	1	1
ZNF510	1	1
LMAN1L	1	1
TMEM87B	1	1
ARID3B	1	1
PLOD1	1	1
SLC25A20	1	1
SPATA2	1	1
PUS3	1	1
DONSON	1	1
ZSWIM7	1	1
PARP1	3.97144580305829e-06	0.000174029440846756
NEK8	1	1
PRKAR1A	1	1
SMARCB1	1	1
SF3A2	0.000167490350407768	0.00303697201477499
PLEKHM2	1	1
IDI1	0.036191805663363	0.1299134066061
FBXO43	1	1
RTN4IP1	1	1
HHLA3	0.0266400901824111	0.112225282314546
RNF139	1	1
ZNF414	1	1
GYLTL1B	1	1
CGB8	1	1
PENK	4.35212610791008e-05	0.00109383952445249
TWIST2	0.0440069194134663	0.142231349903258
SLC41A1	1	1
SPSB4	1	1
GLT8D1	1	1
FAM173A	1	1
ERLIN2	1	1
LACTB2	1	1
ZNF480	0.000271608509687757	0.00429254310644799
HGSNAT	1	1
COG7	0.000303686844392357	0.00461244803983015
CSTF2	0.0265920858435311	0.112225282314546
CSE1L	0.00696159705771156	0.0486794843763247
DLX3	1	1
COPE	1	1
CEACAM3	1	1
ANKRD36C	1	1
SAC3D1	7.81185030520239e-06	0.000294949427850308
SIK1	1	1
CARM1	1	1
S1PR1	0.00017488397891828	0.00310348131603635
RASSF7	1	1
RASL11B	1	1
MRPL46	1	1
PCCB	1	1
MRPL15	1	1
PPIL6	1	1
TBC1D20	1	1
WDR12	0.0189437202534782	0.0938978468610131
PRH2	1	1
SPACA7	1	1
FAM127A	1	1
DTWD1	1	1
NKX2-4	1	1
OPN5	1	1
KLHDC2	1	1
MLC1	1	1
IL2RG	1	1
R3HCC1L	0.000219400077861369	0.00366315141819367
PDCL3	0.0338570877265236	0.125817249181043
BTN2A1	0.0475411645825069	0.146975997156267
PEX11B	0.00096985546097075	0.0108208597047487
ANKRD31	1	1
PRRC1	1	1
WDR11	1	1
TAF1B	1	1
WDR92	1	1
METTL6	1	1
TRAM1	1	1
FUBP3	0.0434467226838524	0.141600691752791
PGLYRP1	0.0442655606930533	0.142653681658288
LYRM5	1	1
PARVB	1	1
PEPD	1	1
ARRDC5	1	1
RBCK1	0.0354395728794087	0.128562402407314
FOXP3	0.00583645357922317	0.0426486843282603
GNPTG	1	1
GNL2	1	1
MGAT4A	1	1
BBS10	1	1
ARHGEF3	1	1
ZNF879	0.0270779187769985	0.113055553752205
RFTN1	0.0298688117172255	0.118610336099469
WBP5	1	1
PSEN1	0.0137114443740367	0.0776985787587351
RAC2	1	1
CASP10	1	1
DCP2	0.0288646117294058	0.116689364819077
RUNDC1	0.03113240660205	0.120921956486601
TARDBP	0.0112018151868993	0.0682890114436565
KDELC2	1	1
IFNAR1	1	1
FAM133A	1	1
SERPINB4	1	1
COPB1	0.0171368182541092	0.0884713296196247
MAK16	0.00374293122896978	0.0302800135218775
HLA-DRA	1	1
ARC	1	1
C1QBP	1	1
ATF7	0.0398204720019134	0.13635494958231
WNT11	1	1
PAGE4	1	1
PDLIM7	0.0311733277231464	0.121001169027052
NOC3L	1.60869412008355e-05	0.000506075822854791
WDR37	1	1
NAGLU	1	1
ACAA2	1	1
FUBP1	1.3231631267668e-06	7.30065592405509e-05
TMED6	1	1
PRPF19	0.0491311744730194	0.148685473480029
CD44	0.0290197079046285	0.116848168230581
LEMD3	1	1
FBXL5	1	1
DEFA1	1	1
NEDD8	1	1
VPS37D	1	1
SULT1A1	1	1
GNB3	1	1
RNF207	1	1
DLX5	1	1
G6PC	1	1
GTF2F2	0.00256757981820905	0.0222633916097009
FRMD1	1	1
CCRL2	1	1
GNAI2	1	1
TMBIM1	1	1
MYO1B	0.00604430804587749	0.0437824877682151
IFRD2	1	1
UROD	1	1
ARHGAP10	0.000668959255907963	0.00817781707777651
CLPTM1	9.17413441466769e-05	0.00191127800305577
USP27X	0.0312421226184334	0.121130706260751
TUBB	1	1
ZNF394	1	1
BIRC3	1	1
CLPTM1L	0.0284771808799303	0.116198799856477
ERMAP	1	1
ZNF225	0.00024424455697067	0.00396546478989738
FGR	0.0153186207074628	0.0837690737487078
RPL23A	0.0190910646525228	0.0944192185633349
OGN	0.0123052688996	0.0730157850963212
H1FX	1	1
PTPN18	1	1
EXD1	1	1
RSRP1	0.0394611073878628	0.135518634051437
GIT2	5.32388909373495e-06	0.000216714505616732
ZNF354B	0.000128769755059635	0.00249845163491394
PUM1	0.000351148009269446	0.0051133666298257
ATP5L	1	1
SIGIRR	0.01427330262391	0.0795935252912471
MSN	0.000185159191672291	0.00323155624800065
SSBP2	1	1
PANX1	1	1
RASSF8	0.0360895215006196	0.129744080223022
UNG	1	1
UQCRFS1	1	1
SEC11A	1	1
MND1	1	1
ZNF561	0.041000195934193	0.138282657013008
POLI	1	1
POLE4	1	1
ZNF599	1	1
EEF1G	1	1
SMG9	0.0103032743320047	0.0646286401289577
PAK1	0.0369456225210224	0.131185751158733
CXCL12	1	1
MYL5	1	1
CXADR	0.0260347493592247	0.111099950060135
TCTEX1D1	1	1
SNCA	1	1
CLMP	1	1
KIF23	0.00103548764465937	0.0113734548839919
UST	1	1
DIEXF	1	1
PPIAL4D	1	1
PWWP2B	0.0235771418203758	0.105425907804208
CMTM4	1	1
LARP4	0.0233617802974964	0.104951078700244
ZNF410	1	1
S1PR2	1	1
UBE2T	1	1
TRUB2	1	1
ICA1	1	1
MROH1	0.044668895443822	0.143116822749203
SESN1	1	1
PTTG2	0.00263932269137875	0.0227875507431081
IP6K2	1	1
ANKRD36B	1	1
SERPINB1	1	1
TOP3A	1	1
SAMD10	0.000491872449896767	0.00652366042703459
ZCCHC13	0.0177377116907698	0.0900593736995412
FOXB2	1	1
MAP3K11	0.0446968629680777	0.143134537333636
DYRK3	1	1
ECM1	1	1
BTN2A2	1	1
NFKBIE	1	1
CSNK1D	1	1
KCNE4	1	1
IARS	2.8514770756477e-05	0.00078889302928611
RP2	1	1
SNRPA	0.00190494566134833	0.0174950308625132
NUPR1	1	1
WBP11	0.0115702008378213	0.0700510445067406
APITD1	1	1
HOMER3	1	1
FAM188B	0.0055337697415228	0.0409238207324657
NUCB1	0.0117714449046491	0.0708443371445113
TMEM151A	0.0218880855567904	0.101433467352252
PPP1R32	1	1
ADRM1	0.00768344317584395	0.0523534176839343
FNTA	1	1
VSTM2B	1	1
ERAL1	1	1
LCOR	1	1
MPZ	1	1
THTPA	1	1
ZIC2	0.0322472268826256	0.122995472277844
RASSF2	0.00126662939960606	0.013068765719091
HIST1H2AD	0.000924310606251897	0.0104530723084932
HIST1H2BO	1	1
ANKRA2	0.0266131413878353	0.112225282314546
AP1B1	1	1
CCDC36	1	1
GSTM4	1	1
ASCC2	1	1
PUS10	0.046299464749146	0.14519436473734
CLEC12B	1	1
FBXO22	1	1
UCK1	1	1
RPS6KB2	1	1
ARL6IP5	1	1
CYB5R1	1	1
GLTSCR1L	0.00130763072540717	0.013297540674137
METTL2A	0.0400000067521112	0.136562379623041
N6AMT2	1	1
RARS	1	1
CSTA	0.0303902752848849	0.119548612232587
PDCD10	1	1
TMPRSS3	1	1
EXOC1	1	1
GBA	1	1
LMNB1	0.00790514135517155	0.0535000559134921
RCAN1	0.026284121840672	0.111691703068439
CFDP1	0.0435031347684429	0.141600691752791
PRPF31	1	1
ZNF442	0.0268393817511555	0.112494441316045
SPCS1	1	1
SEPT10	1	1
MPST	1	1
CERS6	0.0269929238158007	0.112837145071104
TBC1D28	1	1
SH3BGRL	1	1
RAB18	1	1
MMP24	1	1
PTCRA	1	1
ACOT6	0.0453825424336887	0.144051328511428
SUSD6	1	1
CDK19	1	1
MICU3	1	1
SGCB	0.0128555451708191	0.0749146058187613
EFCC1	1	1
USB1	1	1
DR1	1	1
KRT18	0.00530754240510712	0.0396451805775452
NDUFA8	0.0409145651512615	0.138114363246663
SKAP2	6.66677832649922e-06	0.000258703966653301
CUTC	1	1
BHLHE40	1	1
PARD6A	1	1
INPP5K	1	1
STPG2	1	1
ACADL	1	1
HIST1H3E	0.0167839995124926	0.0874166641275657
SPRY3	1	1
PSMB3	1	1
SFRP2	1	1
RPL31	0.0474051293472129	0.146873755654613
ZBED6CL	1	1
COX4I1	1	1
ASB8	1	1
USP37	0.00227677463495876	0.0201753084810492
PIP5KL1	1	1
MFSD13A	1	1
PABPC4	6.52502083672935e-07	4.24727738796323e-05
GMEB1	1	1
CDC42EP2	1	1
PRAMEF17	1	1
DCTD	0.0266899727111472	0.112292445086167
MGAT4B	0.00565436315256567	0.0415545679136265
TTC37	1	1
GNGT1	1	1
POLA2	1	1
PYROXD2	1	1
PTH2	1	1
KCNAB2	0.00379687781114506	0.0306448233618068
ZNF562	1	1
CCDC53	1	1
FAM50B	1	1
DVL1	0.0268668799273496	0.112576291597097
PPM1J	1	1
PABPC1L	1	1
HNRNPAB	0.0253888121686601	0.10927459679077
DHDDS	0.0248740917813767	0.108215758595087
CBR3	1	1
HIST1H2BD	1	1
ENTPD6	1	1
PTBP3	0.00905911422283502	0.0590251785374352
SLC38A1	0.000708845351079223	0.00855764152478121
TRMT6	1	1
AP2M1	1	1
TMEM185A	1	1
BORCS5	1	1
POGK	1	1
ZNF850	1	1
PIR	1	1
IQCE	0.0352621399505372	0.128328998001833
NDUFA13	1	1
PIPOX	1	1
SPCS2	0.0306263274898519	0.119999133368699
PNPT1	0.0493379669917082	0.149005512883874
HYLS1	1	1
TMEM200B	1	1
HOXC5	1	1
TRIM66	1	1
ICOSLG	1	1
HGD	1	1
ZC3H15	1	1
TMPRSS4	1	1
SERTAD3	1	1
NRF1	1	1
TBC1D9	0.00448945278722194	0.0349001214196532
GSTA1	0.0018037917782157	0.0167732448105969
BBS4	1	1
SPCS3	1	1
LACE1	1	1
OTUD3	1	1
SLC43A2	1	1
FAM188A	1	1
ZBTB9	0.0251501079412464	0.10876154910027
KRT222	1	1
SEPHS1	1	1
CDC23	1	1
EIF4H	1	1
E2F2	1	1
KCMF1	0.003462406741111	0.0284686061417775
NDUFA12	1	1
GMCL1	1	1
MAFA	1	1
TST	0.00167201604992293	0.0159098772949918
MINA	0.0357069622409921	0.129025541482224
FAM65C	1	1
OSBPL11	0.00989842319677031	0.0626974115042066
HIST1H2BE	1	1
ABTB2	1	1
LRRC10B	1	1
SNF8	1	1
MTERF4	1	1
NAF1	1	1
STX3	1	1
DNAJC7	1	1
DEGS1	1	1
ALS2CL	1	1
RAB34	1	1
SLC7A6OS	1	1
ZSCAN30	0.0405177116723984	0.137547136551753
CRTAM	1	1
CDKL2	1	1
TSEN34	1	1
NUMB	1	1
NCK1	0.0148147581542432	0.0816140635447288
ZNF311	1	1
POLR2L	1	1
ZNF131	1	1
PNMAL1	1	1
LGALS9	0.0173014342595615	0.0889076709933935
MESDC1	1	1
EPOR	1	1
LTV1	1	1
SCO2	1	1
MIEF1	1	1
UXT	0.0236781273658271	0.105772785908383
THOC1	1	1
PMF1	1	1
PTPDC1	1	1
SEL1L3	1	1
RAB1A	0.043774736058143	0.142076780060034
HS1BP3	0.0104889336654537	0.065468929750125
CEBPD	0.0100285129318162	0.0632688235655786
POLR2J2	1	1
NDEL1	0.0192622332133249	0.0947235675784706
NUDT8	1	1
RPL13A	1	1
RNF125	1	1
ZNF69	0.0452616001383627	0.143861409080642
PPM1D	1	1
PDDC1	1	1
AURKAIP1	0.00131655376093589	0.013349836233467
MVK	1	1
SLC44A3	1	1
MEAF6	0.00362815435138627	0.029571890634683
PDE6G	1	1
ZNF322	1	1
ABCB9	1	1
USP22	1	1
TNF	1	1
EN2	9.95737377909162e-05	0.00204727663216403
CDC34	0.0158698910226943	0.0852047149029503
ZFP30	0.00258019305399181	0.0223590349003891
IFT20	1	1
LPCAT2	5.33301033045549e-05	0.00127719120632156
B4GALT1	1	1
GADD45A	1	1
SLC12A8	1	1
KCTD9	1	1
NDUFA6	1	1
HAND1	1	1
CEP57L1	0.00162086247190055	0.0155986409613021
S100A8	1	1
OXA1L	1	1
GPRASP2	0.00372374663834051	0.0301420752243895
CYSRT1	0.0446400748180575	0.143116822749203
LRRC24	1	1
CCSAP	0.0464181798570227	0.14533938200194
ZFPM1	1	1
LIN7B	0.00914542999072816	0.0593927349972576
PLD4	1	1
CSF2RA	1	1
ATXN7L2	1	1
IL36B	1	1
XPNPEP1	0.016907586564475	0.087672415647287
TOM1L2	0.00799020945758906	0.0537692751731517
MED18	1	1
ZNF880	1	1
SPATA2L	1	1
KIF18B	0.0114645508285636	0.0695903654720504
WDR55	1.16965136396556e-05	0.000400032094818729
ANKEF1	1	1
ARL6IP4	0.0181818611750883	0.0915247171757945
PRRX1	1	1
CRIP2	1	1
DBI	1	1
KRT8	1.59082812637627e-05	0.000501572484041625
HOXD13	1	1
CCM2	1	1
PAQR3	1	1
SLC2A4RG	1	1
GFI1B	1	1
NUDT7	1	1
KBTBD4	1	1
PRPS1	1	1
PTH	1	1
RNF44	1	1
SNRPD1	0.0248373375932884	0.108179893156102
NDST2	1	1
BCS1L	1	1
CMTM7	1	1
CIZ1	1	1
TTC19	1	1
OR2H2	1	1
NSUN5	0.0279866556074242	0.115150454545548
PRKCH	0.018072170933427	0.0912161068095624
RPS7	1	1
AAAS	1	1
FHL1	1	1
ZNF605	1	1
TMED10	1	1
SRSF9	1	1
DIS3	0.00102915071473862	0.0113391215644953
PTMS	0.00749948206535132	0.0514974157380104
BAIAP2	1	1
ABCD3	0.00756717578844814	0.0517860261685223
MIDN	4.71122616857591e-05	0.00115933919218005
APOBEC3B	1	1
SLC25A11	1	1
PTPN23	1	1
HOXB4	1	1
FOXL2	1	1
OLR1	1	1
CSNK1G1	0.0460837628444153	0.144812714166266
LGI2	1	1
SIX3	1	1
NACAD	0.00162284868720924	0.0155986409613021
SLC25A18	1	1
PPP1R8	1	1
MT2A	1	1
KRT33A	1	1
NR2C2	1	1
OGFRL1	1	1
MRPL50	1	1
ZNF784	1	1
SMN1	1	1
PEX26	1	1
SLC25A10	0.0352613960278544	0.128328998001833
SREK1	1	1
PLEK2	1	1
PCOLCE	0.0276076604047311	0.114342301536061
AREG	1	1
NUDT19	1	1
SLC44A2	1	1
PAX6	1	1
CDH3	1	1
IPPK	1	1
USHBP1	1	1
PREP	1	1
ATP6V1B1	1	1
GAS8	1	1
VPS36	1	1
MUS81	1	1
DFNB59	1	1
GYPA	0.0156643342745656	0.0846113658234182
CGB7	1	1
ANKRD20A4	1	1
B2M	1	1
HSP90AA1	0.0354303377122882	0.128562402407314
TCF19	1	1
KHK	1	1
ZNF610	1	1
ZNF816-ZNF321P	1	1
PTH1R	0.011025242205502	0.0676505413348025
TGDS	1	1
DDAH1	1	1
PTPN12	0.0304304790535862	0.119596693553674
FAM206A	1	1
USP18	1	1
ARHGEF37	1	1
ZSWIM1	1	1
SLAMF7	1	1
DHRS7	1	1
TRAF7	1	1
UCP2	1	1
HDAC3	1	1
BCAS4	1	1
ANXA8	9.85307122638372e-06	0.00034706890541813
FOXH1	1	1
RBMX2	0.000415084546703433	0.00574247720096571
CIAO1	1	1
CHCHD4	1	1
GLUD1	0.0162632925679938	0.0862308586797718
FOS	1	1
SIRT4	1	1
IL10RB	1	1
NDUFB1	1	1
NAP1L5	1	1
LDLRAD4	0.0231577272628733	0.104655673641197
RASAL1	1	1
TMEM45A	1	1
OR52B6	1	1
UGT3A1	1	1
HIST3H2BB	1	1
RPL35A	0.0492984985582941	0.148918154862255
HSCB	1	1
KIAA1211L	2.24204267401509e-05	0.000652634143824054
INO80C	0.0446598496522505	0.143116822749203
CCDC127	1	1
MBD2	1	1
HSD17B11	1	1
CD200R1	1	1
WBP4	1	1
FBXL2	0.0149523522295308	0.0821832717608032
KRCC1	1	1
FXR1	0.00227265655781394	0.0201514588067306
PSMD5	1	1
ARMCX6	1	1
ITM2B	1	1
ZBTB42	0.0375024389288888	0.132166155157324
YAE1D1	0.0132310171584239	0.076063539830174
ARMC1	0.00842839459371306	0.056103239225352
MED27	1	1
PNO1	1	1
CD5	1	1
POLE2	0.0230751086246276	0.104567182971724
TMEM56	1	1
RCC2	0.00124753469666061	0.0129000201978998
TMED2	1	1
BPNT1	0.0218217276451176	0.10118951659174
CEACAM4	1	1
TFAP2E	1	1
RPS12	1	1
ZNF726	1	1
PKD2	7.11065081375687e-05	0.00159213369620347
MARK2	0.0158291560282055	0.0851110882749914
MLPH	1	1
WDR45	1	1
IFT81	0.0299503693659576	0.118633483419968
PFDN5	0.0411628876688702	0.13853916041329
JMJD4	0.0386670495956224	0.134052723213556
MXD1	1	1
RCCD1	1	1
TIGD5	1	1
LPIN3	0.000245791529142362	0.00397910589252187
CAMK2A	0.000412630386878586	0.00571972935687932
ABHD14A	1	1
NUTF2	1	1
SP7	0.0424124333159974	0.140529115784298
GGH	1	1
ITGB5	1	1
ALKBH6	1	1
ZNF503	1	1
SP5	1	1
MAFF	1	1
RGN	1	1
TUFM	1	1
HAUS4	1	1
KTN1	1	1
DPH5	1	1
RCE1	1	1
MRPL17	1	1
TMEM9	1	1
SGMS2	0.0260449566734046	0.111109940504935
PNMA3	0.00682651732427802	0.0479674251957193
CYB5R2	1	1
PAX8	1	1
DHRS1	0.00279735005297766	0.0239470118171572
AIMP2	0.0208133109483574	0.0989510347452924
GPC3	1	1
STK32C	1	1
CCDC43	1	1
MPG	1	1
NRL	1	1
SART3	1	1
ZNF284	1	1
NDUFS7	1	1
HSPB8	0.000357166116459391	0.00517432963588604
TSGA13	1	1
PPIAL4A	0.000581719907911695	0.00740919179373553
LAPTM4A	1	1
MRPL45	1	1
GTF2IRD2B	1	1
VASH1	1	1
PCGF1	1	1
PRR11	0.0162217584241232	0.086148611254813
ADCK4	1	1
CCND2	0.00216941299910997	0.0193575228126521
IK	0.000205363119825303	0.00349488441871374
AK6	1	1
ULK2	1	1
MKS1	1	1
FAM162A	1	1
XKR8	1	1
RMDN1	1	1
CAV2	1	1
RASGEF1B	0.0195179105595536	0.0953616349545813
SLC35E2B	1	1
CA2	1	1
TRPT1	0.000148025453165096	0.00280276075865547
PWWP2A	1	1
EDC3	1	1
PRPS2	1	1
HMGXB3	1	1
AK8	1	1
FDPS	1	1
RHOXF2	1	1
PPP1R1C	0.002286340749751	0.0202367263168186
CIAPIN1	1	1
ZFAND6	1	1
IGFBP3	0.000118738622248861	0.0023555941562713
HIST1H2BC	0.0281145070187687	0.115475540669323
DHRS4L2	1	1
HAGHL	0.0485609847846554	0.148112571232767
ZNF253	1	1
ODF3B	1	1
ZNF627	1	1
R3HCC1	1	1
RPL13	0.040628374906513	0.13765310519417
ZYG11A	1	1
ST13	1	1
ABT1	1	1
UEVLD	0.025127868649986	0.108734486723045
AQP1	0.0233068551473661	0.104877135698167
TUBAL3	1	1
NOTO	1	1
PLTP	0.0397008271859828	0.136101084551023
SERPINB9	1	1
REST	0.021201670092887	0.0999244544751513
PARP16	1	1
RNF41	1	1
RAP2A	0.0124721232044776	0.0736183619988491
