gene	p	fdr
TPST1	1	1
SLC15A4	1	1
DGUOK	1	1
TCEA2	0.000703596668623688	0.00851611220592081
HOXC13	1	1
SMPD2	0.0482943007254148	0.147763778279844
CYP17A1	1	1
ZNF398	1	1
AMH	1	1
PDE4D	0.000523929267324067	0.00685231564903005
GTF2IRD1	1	1
TTC39B	1	1
PRMT3	1	1
MSI2	1	1
DUSP1	1	1
KCNJ1	0.000152922674927624	0.0028675059568499
FBP1	1	1
TXLNA	1	1
KRT79	1.85654869694779e-05	0.000567613643817911
NMNAT2	1	1
PRDX4	1	1
STRAP	1	1
RAB11B	1	1
RPS6	1	1
TBL1X	0.000149690910143985	0.00282671671896228
COPB2	0.0214618365980505	0.100546746914581
FOXRED2	1	1
EVI2B	0.0479339643026937	0.147573506053956
SREK1IP1	1	1
PPP1R12A	1	1
AKT3	1	1
SCD5	0.0328382447041227	0.124132853988132
DAGLB	1	1
MYL9	0.0123967213247367	0.0734187374054114
DOCK9	1	1
LPCAT4	1	1
GSTCD	1	1
OXR1	0.029561532434595	0.118019758526294
TRMO	1	1
UHRF1BP1	1	1
WAPL	0.000101434390392881	0.002075686020783
PEX7	1	1
FAM53B	0.030218666700947	0.119114007871637
MAP3K2	1	1
PLPP3	1	1
SGPL1	1	1
GRB10	0.00288629878095872	0.0245744245214237
FZD3	1	1
NAT6	0.018906789357794	0.0938034421070742
UBE2Q2	1	1
JAM2	1	1
CLN6	1	1
SP110	1	1
PLCZ1	1	1
PVR	1	1
HLA-G	1	1
MAP2K5	1	1
CSNK2A1	0.0245628795487204	0.107581604225016
MXD3	0.0239578497637957	0.106316251308079
MDFI	0.0111904467364999	0.068249162414966
ZNF623	1	1
SLC10A7	1	1
USP2	1	1
IRAK1BP1	1	1
SOWAHA	1	1
JOSD1	0.0323860982990088	0.123126393008914
ZMYM5	1	1
ERRFI1	0.00104678040362107	0.0114361921978564
ZNF620	1	1
DTNB	0.00435316053611107	0.0340844748184971
KRT2	0.0473411225906797	0.146772027347092
ZNF177	1	1
NR2C1	1	1
STX7	0.0012713234061545	0.0130889627353674
RHOQ	3.5426239397629e-05	0.000931835440393873
XPC	0.0234243961396654	0.104995654165212
NOL4L	1	1
GDPD4	1	1
RBM15	0.0011251082944362	0.012057927743537
TBX2	0.0140372842777204	0.0787170341516955
XPNPEP3	1	1
PIWIL4	1	1
ZNF333	0.04686793830356	0.146130056405035
IGFBP6	1	1
DFNA5	1	1
RBM24	1	1
PDXDC1	0.0174382955749214	0.0891838874222153
KANK3	1	1
ZFAND2A	1	1
MYOZ2	1	1
SULT1A2	1	1
IRF2BP1	1	1
PBX3	1	1
VAPA	0.0462853373764126	0.14518773938304
ITPKB	0.00039040820314772	0.00550900686259895
LRRC28	1	1
KRT83	1	1
CSTB	0.020020501482902	0.0965152161931709
SPPL2A	1	1
CLCN7	0.00123124911844422	0.0127877895573711
MOSPD2	1	1
ORAI2	1	1
PIGO	1	1
TGM1	1	1
UGT1A7	1	1
HDGF	1	1
MTRF1L	1	1
TRIM50	1	1
RRAD	6.4094866750728e-05	0.00147209754935615
TTF2	1	1
APPBP2	1	1
PRKAR2B	0.0442975728034869	0.142691725393216
STRC	1	1
CWF19L1	1	1
PNN	1	1
UBE2D2	1	1
SMAD1	1	1
VCPIP1	1	1
GTF3C6	1	1
DIRC2	1	1
MS4A10	0.0162228879652221	0.086148611254813
TTC24	0.0176599312795203	0.0897612556038948
NR1H4	0.0241854445787647	0.106756063960953
ANP32D	0.00155950545493223	0.0151708089193649
CD6	1	1
STRN4	0.0140064728920406	0.0786645843340253
ZNF750	0.0197144571030375	0.0957259218220711
ING3	0.0486543242846044	0.148112571232767
ZNF684	1	1
NPFFR1	1	1
HSPH1	1	1
LSM6	1	1
RRM1	0.0116506631813421	0.0702971454235189
HMBOX1	1	1
ANKRD18B	1	1
NPC2	1	1
FCER1G	1	1
PPARGC1A	1	1
RGL4	1	1
SNX33	0.0126722094539843	0.0743643367418062
SPNS3	1	1
PARP3	1	1
SLC38A2	0.00999877621191755	0.0631631100149085
CDK1	1	1
NFKBIA	1	1
DDX19A	1	1
ZNF579	1	1
UPP1	0.000183514855351713	0.00321988598668528
PRPH	1	1
ZNHIT6	0.0291296650200689	0.117158970009177
DCTN4	1	1
PSMD14	0.0380791616130693	0.13333640666089
HRSP12	0.0119406602377558	0.071466875363687
NELFCD	1	1
ORC6	0.0439883925865713	0.142231349903258
ATP6V0D1	1	1
APPL1	1	1
DHX35	1	1
SPDYC	0.013695638473117	0.0776968969986108
ID2	1	1
ITPA	0.0481071896245834	0.147624169769116
ALDH9A1	1	1
FNBP1L	1	1
SLC3A2	5.00429137446351e-07	3.49928790417312e-05
ARMC8	1	1
ATG13	1	1
GP5	1	1
TUBB4B	0.00354958090098585	0.0289981667012291
MT1E	1	1
CANT1	0.0334670843775452	0.125390601281917
AAK1	0.0393710510297122	0.135457306452372
TLR5	1	1
ST3GAL3	1	1
ELOVL5	1	1
ZNF217	0.0316386550000613	0.121604354251936
MBNL1	0.00367499746373244	0.029867283760196
NEO1	1	1
SSTR2	0.0401789178753885	0.136819482880873
ANKRD20A3	1	1
NEK3	1	1
CTSD	1	1
DNAH12	1	1
ATAD1	1	1
MED7	1	1
LPAR4	1	1
SSR2	1	1
MBD3L1	1	1
TNFRSF10D	1.28192472804911e-06	7.16572157041866e-05
FGD5	0.0077270984467473	0.0525747907323245
NXN	1	1
TRIM59	1	1
PEX6	1	1
SOCS5	1	1
HECA	1	1
ZMYM4	0.0383737853214889	0.133768439700403
PSIP1	0.000185314022009241	0.00323155624800065
NR1I3	0.0294744525617976	0.117879087620864
YARS	1	1
GPR39	1	1
CASC1	1	1
MTFR2	1	1
RSPH10B2	1	1
PPIL1	0.00344455074535003	0.0283698421446468
TGFBR2	0.0228789441150013	0.104179589176142
TNNT2	1	1
PELI1	0.0217843700886942	0.10108548866715
CLOCK	1	1
CCNB1IP1	0.0166145348579099	0.0870518395483544
ZDHHC13	1	1
FAR2	1	1
ZNF528	1	1
RPL3L	1	1
VPS25	0.00181330781682916	0.0168284973145282
ICAM3	1	1
MMP13	1	1
NGDN	0.045079563151659	0.143636123654955
BCCIP	0.000724772505018746	0.00869788583975343
FOXE1	1	1
RIN2	1	1
TUBGCP5	0.0197875864821997	0.0959100386488719
AXIN2	0.0101851959097269	0.0641113601715208
COL15A1	1	1
OBP2B	1	1
EML6	1	1
CD83	1	1
MGME1	1	1
WDR86	1	1
COX5A	1	1
SPOCK3	1	1
GPR37L1	1	1
METTL7A	1	1
RADIL	0.00078807235092372	0.0092916368329608
F11R	1	1
CBS	0.000527791543703857	0.00689006982885119
TBC1D8	0.0226300170458543	0.103479290059337
MCEMP1	1	1
KIR3DL1	0.0197893530660223	0.0959100386488719
RNH1	1	1
ARPIN	1	1
NDUFS4	1	1
ST6GALNAC1	1	1
SLC35F6	1	1
MVB12A	1	1
BLNK	0.000254559431628657	0.00408596814972135
ARHGEF40	0.00993776122857969	0.0628901780258459
PITPNC1	1	1
BBS7	1	1
TBC1D14	0.0141119175333126	0.0789660500362061
CYTH3	1	1
LANCL2	1	1
SKOR2	1	1
VGF	1	1
TXNDC5	1	1
IER2	1	1
MAP3K7	1.27886035712344e-05	0.000426883021436655
FAM172A	0.00989286518230841	0.0626974115042066
IL6ST	0.00063914753014185	0.00793597289721745
DPF2	0.0499130586655725	0.149590908901169
NREP	1	1
PRELID3B	1	1
RBM22	1	1
ZNF793	1	1
HSF2BP	1	1
CAMK2B	0.0459760399937559	0.144611254291337
EIF3G	0.0195455659466942	0.0953922927859072
GFM2	1	1
CCNE1	1	1
TCF7L2	5.62907713894986e-06	0.000227146123703617
ANXA4	1	1
CDC42EP1	0.0119330164606025	0.071466875363687
LAMP1	1	1
MIEF2	1	1
BCO1	1	1
TMEM147	1	1
OR1L8	0.0246405502117808	0.107807937347172
ARTN	1	1
CALCOCO2	1	1
CCDC74B	1	1
MICALL1	0.0230126978740279	0.104317829740258
CKB	1	1
FAM35A	1	1
CDC42	1	1
CFAP43	1	1
FAM189A2	1	1
CLN3	1	1
KBTBD2	1	1
NXF5	1	1
NRN1	1	1
CFD	0.00421523720577422	0.0332441236915471
NOB1	1	1
DHFRL1	0.021105446083055	0.0997038213789804
RAD54L2	3.74166060701988e-07	2.82625433551636e-05
IVD	0.0408593668635962	0.138099574740553
NOS1AP	1	1
ENTPD1	1	1
CCNG2	1	1
S100A11	1	1
SLC6A4	1	1
TNPO1	1	1
TTC1	1	1
GNAS	1	1
SMOX	0.0241260019158902	0.106693731077629
DGAT2	1	1
GLUL	1	1
DGKE	0.0447301944227945	0.1431710845733
APOBEC3F	1	1
STOML1	1	1
PRKCI	0.00457207395844498	0.0354086576426071
YIPF4	1	1
SF3B4	1	1
KRTCAP3	1	1
ARIH2	1	1
PPP1CB	1	1
METTL3	1	1
SKIV2L	1	1
DLGAP5	2.85387048217132e-06	0.000135727005254781
TDG	2.2357551826368e-05	0.000652480205676547
MEX3A	1	1
ANKRD7	1	1
ACAD9	1	1
TRIB2	1	1
PITPNM3	1	1
SLC25A22	1	1
MOGS	1	1
BET1	1	1
PRICKLE3	0.0384792567352442	0.133904779843637
QSOX2	1	1
ZNF691	1	1
TCEB3	1	1
UFSP2	1	1
KRT25	1	1
WDR73	1	1
GTF3C2	1	1
MAZ	1	1
HS3ST1	1	1
EXOSC5	0.0274722862543185	0.11394739000973
TRIM47	1	1
THEM4	1	1
EGLN2	1	1
IREB2	0.00140345032419199	0.0139998134387089
NT5C2	1	1
STRN3	1	1
OTP	1	1
SEPT11	1	1
HRC	0.0034682703310023	0.0284987309048328
RHOB	1	1
RAPGEF6	1	1
CCNI	0.0305150007604513	0.119851205223282
NCF2	1	1
CNNM3	0.0201142847552015	0.0967691662694897
ZNF766	1	1
TTYH2	1	1
LOXL1	1	1
PHKG2	1	1
IL2RA	1	1
JDP2	1	1
PPBP	1	1
FAM167A	0.0333899916255404	0.125344195589325
ALG1L	1	1
RBM14	0.000227891043956633	0.00376486666185666
POLA1	0.00201101559135875	0.0182087148897066
COLQ	1	1
DLL3	1	1
CYTH1	1	1
ZFP3	0.0221095001794807	0.101959141480116
SLC35E4	1	1
SCRT1	1	1
SNRPE	1	1
DYNLRB2	1	1
TUFT1	1	1
HLA-C	1	1
ELMO3	1	1
WDFY1	1	1
PA2G4	1	1
TEAD2	1	1
ZNF232	0.0145413857836649	0.0805478722330459
SGK1	1	1
TM9SF1	1	1
GYG1	1	1
FAM220A	1	1
PPP1R12B	0.0224376769378263	0.103008958617095
AMMECR1	1	1
RGPD2	1.95384546422566e-06	0.000100356607935227
CBX3	0.00114423770884594	0.0121944149666717
BBS1	1	1
MCMBP	1	1
MNS1	1	1
GJB3	0.0169995056299927	0.0880520781164822
SLC36A1	1	1
GATM	1	1
ZKSCAN1	1	1
MRPS23	0.0205397238827956	0.0981477436425496
TMC4	0.030927705209934	0.120571820882117
LZIC	1	1
HAGH	0.0149529917469214	0.0821832717608032
CFAP58	0.00310992733332986	0.0261163636048064
LGALS9C	1	1
RBM41	1	1
TOR3A	1	1
XRCC3	0.000707212883983192	0.00855134948289431
TM9SF3	0.0125786321925416	0.074041158980791
MRPL16	1	1
LZTFL1	1	1
NUBP1	1	1
ZNF432	0.0182561027059782	0.0916047782315955
RNASE11	1	1
RABEPK	0.0479889453421983	0.147619337376828
MRPS15	1	1
ARL13B	1	1
SPOCK2	1	1
SCAMP4	0.022510501930963	0.103161205830405
PABPC4L	1	1
CEP95	1	1
INSIG1	1	1
PPP1R36	1	1
ZNF346	1	1
EIF4B	1	1
GET4	1	1
RRP7A	0.00760468713259757	0.0519923551538919
THOC5	1	1
UBR3	0.0394074006607871	0.135457306452372
PALM3	0.00905958138542722	0.0590251785374352
ARMCX2	1	1
TTC26	1	1
SHF	1	1
HNRNPH3	0.011509886178413	0.0697157556904303
TRABD	1	1
PLA2G2A	1	1
ZNF280B	1	1
FAM53A	1	1
MPC2	1	1
FTH1	0.0168678311371834	0.0875500544831477
PPFIBP2	1	1
LGR5	2.68008415059237e-05	0.000757123772542345
TSFM	1	1
SEC13	1	1
BMP4	1	1
CRK	0.0354446931921997	0.128562402407314
SLC25A28	1	1
SNRNP40	0.0155090398593472	0.0842573366534837
CCDC94	1	1
SMOC1	1	1
NLK	1	1
MTO1	0.0414483045747393	0.138806258356905
MFSD10	1	1
CAPRIN2	0.00179347949169693	0.0167103547626775
FMNL1	0.00153972802420567	0.0150301716253663
OTX1	1	1
SDHAF3	1	1
MYL6	1	1
MEF2A	6.4655766947436e-05	0.00147800386718008
MTMR1	0.00906998124376599	0.0590502191496538
EAF1	1	1
LCK	0.0486367304004954	0.148112571232767
ZNF586	1	1
NAGK	1	1
IRF2	1	1
GPR68	1	1
ZNF555	0.021161566102039	0.0997817629718454
CTAGE4	1	1
SCRIB	0.00122905896338236	0.012783181661759
LONP2	1	1
AMZ2	0.000359668100362086	0.00519459296279597
SYCP1	1	1
MRPL52	1	1
ITPRIPL2	0.0313555204749951	0.121308333801508
TRAF3IP2	1	1
RECQL	0.00398201720470355	0.0316878833895423
CYP24A1	1	1
PYCR2	1	1
RIC3	1	1
MYO19	0.000281935881783181	0.00439552354325323
TAS2R14	0.00481592422779145	0.0368501435499767
CBWD2	1	1
CCNA2	1	1
NDUFAF3	1	1
MRPS33	0.0455716127333463	0.144230120963145
MNDA	1	1
TUBGCP4	1	1
ARL3	0.0134286569257127	0.0766692720596977
TIGD2	1	1
PTCD3	0.00410913996636878	0.0325527773555575
CSK	1	1
DGAT1	1	1
HUNK	0.000347773926473441	0.00508520363502832
FAHD2A	1	1
CDK11A	0.000483391728834473	0.00644750535390645
RNF214	1	1
GPR137C	1	1
RPS5	1	1
MAT2A	0.00238089383935931	0.0209142571398945
WDR53	1	1
CREB3L4	1	1
ARFIP2	1	1
APCDD1	1	1
DDX56	1	1
RP9	0.020259844807199	0.0971385973868587
DUS1L	1	1
SMAD3	0.00239727581926471	0.0210320005882696
FANCL	1	1
EXOSC1	1	1
PLRG1	8.990645929828e-06	0.000325429162224523
KRTAP13-3	1	1
PRRT2	0.00151973755474958	0.0148555660628635
TRIM3	0.000220869730634097	0.00367899168066818
RFPL3	1	1
OSBPL1A	1	1
CKAP4	0.0144924705062681	0.0803375860616534
KRT80	1	1
NSMCE1	1	1
SNW1	1	1
BATF	1	1
KATNB1	1	1
DEPDC7	0.00631432129030624	0.0452346374917949
GTSF1	1	1
FAM98A	1	1
TAF9	0.0443915083345158	0.142798919431801
RPL36AL	1	1
YTHDF2	0.034317450736204	0.12659985459147
THY1	1	1
PBK	1	1
UBE3D	1	1
PRR5	0.0432246665735918	0.141469910855279
TMEM163	1	1
ZNF286A	1.12751476368608e-05	0.000386556942647231
BCL2L12	0.0433346033889234	0.141591781834037
RBMS1	1	1
RNPEPL1	1	1
CREB5	0.000472817371574101	0.00635446752948067
AKT2	1	1
PHF23	1	1
ZNF653	1	1
ARMT1	0.00809313089155798	0.054332449545274
KDM4C	1	1
AIP	1	1
SNX27	1	1
PODXL2	1	1
PCID2	1	1
PHF14	0.000225739752580874	0.0037363076745567
YARS2	1	1
NUDT1	1	1
SF3B6	1	1
CNOT7	1	1
ILF3	0.000853772725269995	0.00984452224035811
PLA2G3	1	1
MAGED2	5.2966863596586e-07	3.61428477440472e-05
MFSD14A	1	1
JUN	1	1
CASP4	1	1
EIF4A1	0.00857987368654061	0.0566426114535641
GSTT2B	1	1
GMPS	1	1
HOXC9	1	1
NPRL2	1	1
MEF2D	0.0405050882018822	0.137547136551753
LRRC15	1	1
JUND	0.0476056759564634	0.147043554096883
ATG14	0.0209072866658025	0.0992073525921222
POLR1B	1	1
B3GNT7	0.0400573392687969	0.136669062118782
TMC6	0.00473689036745039	0.0364227416658882
CNR2	1	1
GLMP	1	1
KDM4A	0.0337811650732004	0.125814940930885
CITED2	1	1
TCEAL4	0.00198100099396608	0.0179977597283058
AMACR	1	1
BIRC2	1	1
GJC1	0.0491952406121619	0.148701642124286
MUC1	1	1
RPL23	1	1
F2RL3	1	1
LYSMD3	1	1
NDRG2	1	1
FOXG1	1	1
ADD1	1	1
GNA11	1	1
IGF2BP3	0.00182616227257397	0.0169255525591255
PRKCA	0.0155289281315962	0.0843011492437385
ESRRA	1	1
CXXC5	1	1
MEF2C	0.0390449046321156	0.134547274439774
KRT7	1	1
UBE2N	1	1
TMEM184A	0.00666297214570548	0.0470337239170864
BIVM	0.0484952184001291	0.148092177658322
PGM3	0.0482624605618796	0.147763778279844
PSMD9	1	1
BCAP31	0.0215894903469313	0.100810430132365
NOL9	0.0258640458874989	0.110538471455649
LY96	1	1
PHF21A	1	1
TGFBI	1	1
TBC1D26	0.0447952661845544	0.143249521135801
TPP1	1	1
KPNA6	1	1
SH3BP5L	1	1
TIMM8A	1	1
GBA2	0.0219867486400007	0.101664322750434
WEE1	1	1
KLHL5	1	1
DHX33	1	1
TEAD4	0.0250703787080832	0.108665204308833
PRTFDC1	1	1
FAM76B	0.00347930760678115	0.0285561998522857
FAM199X	1	1
INF2	0.0108519169682127	0.066906733817549
ORAOV1	1	1
SHB	1.18594527396173e-05	0.000404625048181386
SENP2	1	1
ACTA2	0.000689806235927942	0.00838895225799281
POLR2F	1	1
RNF24	1	1
USP9Y	0.0293330572551192	0.117665772116014
POLR1D	1	1
PELI3	1	1
LRRFIP1	1	1
SETDB2	1	1
DTHD1	1	1
OPA1	0.0003546803487173	0.00515417687822208
KIF22	1	1
CEND1	1	1
MTF2	1	1
ZNF511	0.0383439475766502	0.133768439700403
KIAA0101	1	1
STAU1	1	1
GSTM2	1	1
ATP5A1	1	1
GDF11	1	1
ZADH2	1	1
FZD2	0.0165242454799772	0.0869044321408803
P4HA1	0.0274513133936684	0.113910047498697
HCRTR1	1	1
OAS1	1	1
HIST1H2BH	1	1
YBX2	1	1
CA11	1	1
SERPINA5	0.0269349541411218	0.11275965550103
RHCE	0.000825135852222373	0.00960844510522755
SLC35A3	1	1
PFDN6	1	1
OSTN	1	1
FAM45A	1	1
TMOD4	1	1
TBK1	1	1
PAFAH1B2	0.0192063705962275	0.0946802410622064
ZNF133	1	1
TMCO4	0.00147749893920998	0.0145534675846171
CFLAR	1	1
ZNF19	1	1
MMP15	0.0411645207967844	0.13853916041329
NHLRC3	1	1
ADD3	1	1
FOXF1	0.0459383056268185	0.14454857807503
LMNB2	0.0428133455453266	0.140846667057777
ACAA1	0.000203503986544037	0.00347161088156344
WFDC12	1	1
PLIN1	1	1
MED8	1	1
FOSL1	1	1
SLC22A18	1	1
VASN	1	1
CCR5	1	1
PACSIN1	1	1
PDGFRB	1	1
ZMYND19	1	1
FADS1	1	1
GLIS2	0.0138483031132213	0.0781179239114421
USMG5	1	1
OCIAD1	0.0212799860379757	0.100084577119304
UPRT	1	1
MTHFSD	1	1
ITGB3BP	1	1
QTRTD1	0.0363356499656844	0.130150810350575
GBAS	1	1
DCAF12	0.0308642062141353	0.120487209639305
LPIN1	1	1
TMEM139	1	1
SLC10A3	0.0450850007714556	0.143636123654955
TACO1	1	1
RGS14	5.6329035605302e-05	0.00133480183341942
SPIN1	1	1
CT83	1	1
RAB5A	0.032617589601944	0.123551475764939
RPS25	0.0449912375957169	0.143551215504744
RIN1	0.000375784369064598	0.00537242329254803
CHST12	1	1
CACTIN	1	1
EXOC6	1	1
VAMP5	1	1
MED30	1	1
MORF4L2	1	1
SLC29A2	1	1
OR1J1	1	1
MZB1	1	1
PADI4	1	1
SURF2	1	1
TMCO3	1	1
RFXAP	0.00709559712471798	0.0493290597410038
ATF7IP2	0.000475538440216616	0.00637889883006619
RPL10	0.0459070026033802	0.14454857807503
RBPMS2	1	1
TPI1	1	1
WFDC8	1	1
ZCCHC3	1	1
MLLT11	1	1
PTGIR	1	1
KIRREL2	1	1
DEAF1	0.0112833516963849	0.0687075364658027
TADA1	0.0133403843455551	0.0762886351744803
MRPL22	1	1
TAMM41	1	1
CUL4A	0.0435464902042632	0.141640820686714
CCDC88B	0.000410648476163081	0.00570345105782057
TCIRG1	1	1
LIN7C	1	1
FAM102A	1	1
VANGL2	1	1
P2RX7	1	1
SPATA18	0.0217074350173842	0.100962274213676
MED19	1	1
PUF60	0.0117610191232065	0.0708443371445113
PLA2G4D	1	1
RHBDD1	1	1
CHCHD3	1	1
NAT1	1	1
CMAS	1	1
SASH3	0.00171228105857841	0.0161025099550067
KLHL3	0.0126683051012652	0.0743643367418062
CFI	1	1
SERPINB7	1	1
FAM163A	1	1
MRPL47	1	1
INO80D	1	1
NAP1L1	1	1
IDI2	1	1
FAM136A	1	1
HACL1	0.0317654394428546	0.121772808743479
SAMD4A	0.0334100476537651	0.125344195589325
THAP2	1	1
GALNT4	0.0033217876642795	0.0275353584260258
NFYB	1	1
GH1	1	1
PLXDC1	1	1
TSHZ1	0.0420925213419548	0.139807618658002
RPS27A	0.0357937979026334	0.129174091817756
CARS2	1	1
TRMT1L	0.0480203991780617	0.147624169769116
SCFD2	1	1
PLK1	0.0132871293398244	0.0761317028631025
NAPSA	1	1
PLIN5	4.49338905096478e-05	0.001119384838534
SESN3	1	1
METAP2	1	1
TEX101	1	1
TIMMDC1	1	1
APLP1	1	1
RASIP1	1.01314609375133e-06	6.03826522119725e-05
MPZL1	1	1
RLBP1	1	1
SKP1	0.0197551853378859	0.0958577783914939
UQCC1	1	1
HMCES	1	1
EIF4A3	1	1
CYP2E1	0.00721638484174349	0.0499258041643095
RPL14	0.000164505483770711	0.00299824510743393
CTDSPL	1	1
IRAK1	1	1
MTMR2	1	1
IKZF5	1	1
TCP11L2	1	1
SORT1	1	1
NARF	1	1
IP6K1	1	1
CPA2	1	1
METTL4	1	1
CTSZ	1	1
CRYGD	1	1
DEPDC1	0.0472706352626445	0.146673471190851
FOXP2	1	1
TRMT10C	1	1
RNF14	0.0212487359949136	0.100035654444615
BTF3	1	1
TMEM138	1	1
BLVRB	1	1
NMT1	0.026641075397105	0.112225282314546
DES	0.00172446507186981	0.0162016125282099
MTPAP	1	1
MARCH3	1	1
ATP5B	1	1
PLGRKT	1	1
DCDC2	0.0353806224676039	0.128551817081389
LAYN	1	1
RNF185	1	1
AK7	0.0163662330845024	0.0866337230479913
PSMD13	0.00658556584832234	0.0466188276375235
SLC16A2	1	1
DYRK1A	0.0310214180610739	0.120714537641248
RAB17	1	1
ETFDH	0.0325655952282441	0.123455377379141
ADRA2A	0.0138444713961126	0.0781179239114421
ADAT1	1	1
ATG16L1	0.0383587832913374	0.133768439700403
CD34	1	1
ZNF527	1	1
HAUS3	1	1
CFHR1	1	1
CCDC50	0.00215712837145228	0.0192600747451096
UNK	6.4504762280671e-05	0.00147800386718008
MDH1	1	1
FH	0.0331514093692011	0.124809024426622
STAM	1	1
VASP	4.24502489841604e-06	0.000182572223854601
GPR108	1	1
MKX	1	1
TRMT112	1	1
LSM8	1	1
LRCH1	0.00172626030831546	0.0162016125282099
SPG7	1	1
MLST8	1	1
BTN3A2	1	1
ASTE1	1	1
TAF4	2.80348420728579e-05	0.000785698698966504
CWF19L2	9.89268106297955e-05	0.00203891519792991
CTAGE15	1	1
FARS2	1	1
CRLF3	1	1
CA4	1	1
ADSL	0.000176556473633713	0.00312513808280226
NOXO1	1	1
KDM1B	0.0237138488027684	0.105818847158453
LRRC37A2	1	1
MAP2K6	1	1
SDC2	1	1
TRNT1	1	1
RGMA	1	1
CBX4	1	1
CIB3	1	1
MCAT	1	1
ORMDL2	1	1
GLRX3	1	1
SRA1	1	1
PSMD7	1	1
CASP7	0.0138733076615455	0.0781653253766771
GOLM1	0.0494880377034857	0.149178444757366
FAM69A	1	1
ATN1	0.0289540180013817	0.116816767857617
ZCRB1	1	1
NSRP1	0.0271651779695097	0.113156527723333
DNAJB11	0.00201968254825111	0.0182520895675284
CDCA4	1	1
KPTN	1	1
PKD2L1	1	1
CCR2	1	1
YIPF5	1	1
PAGR1	1	1
CHRNG	1	1
ADAM17	1	1
HABP4	1	1
PROSC	0.0195679473755797	0.0953942634215225
EIF2S2	3.01519300111967e-07	2.36608895226752e-05
HOXD9	1	1
SHC4	0.0290138103355175	0.116848168230581
DNAJC9	1	1
UBE2H	1	1
PNPO	0.0316768153098508	0.121630823281656
TFRC	0.00243300981745198	0.021282801540612
RAB5C	1	1
IDH3A	0.000195333399872605	0.00335463819007817
NKX3-2	0.0290907413143905	0.117100803951487
ZNF630	0.0027634911455744	0.0237002504136238
GRTP1	0.019949436755467	0.0963320193460067
HIST1H4H	1	1
PSMB4	0.000718922023851832	0.00864236049949543
MEX3D	1	1
TOM1	1	1
DCPS	1	1
SGSH	1	1
NCALD	1	1
FOXP4	0.0241714123638988	0.106756063960953
ELP5	1	1
TGIF2LY	0.0310032699821459	0.120705950523101
ZNF671	0.00133442029524149	0.0134826084909057
SCEL	0.0477065829399173	0.147267195167945
MYCBPAP	1	1
ZBED2	1	1
TBC1D12	1	1
SPN	1	1
ASAP3	0.00426955863902174	0.0335414437019922
DNAJB13	1	1
NAPRT	1	1
UBE2G2	1	1
PNP	1	1
GPS2	1	1
KCNQ5	0.020455080576224	0.0979085100437694
GPN1	1	1
CHAF1B	0.00648231097225766	0.0461313626601214
POM121C	1	1
TCTEX1D2	1	1
CRYAB	0.041329497001177	0.138806258356905
FBXL4	0.00309997848363055	0.026063807191239
TAF15	1	1
KXD1	1	1
POLR2G	1	1
PREPL	1	1
MOB3A	1	1
KRT78	1	1
AIPL1	1	1
ANGEL2	1	1
SPTLC1	1	1
CREM	1	1
MC1R	1	1
DDRGK1	0.0367773745556458	0.130917443447202
STXBP4	0.0107301651892206	0.0663496856698833
MPI	1	1
CD36	0.00223341727823308	0.0198658810170291
SLFN14	1	1
ANKRD24	1	1
TWF1	1	1
FAM83E	0.0325747392206768	0.123455377379141
PHF11	0.0278740502369341	0.114887936853427
SLC6A9	1	1
CRBN	0.032439153442905	0.123194474901342
TMEM129	1	1
OLFML2A	1	1
ZNF524	1	1
UBE2M	0.0221785358342895	0.102062333097321
PPAN-P2RY11	1	1
CEP68	0.00017166487714112	0.00307321468899661
HECTD2	1	1
CCDC102A	1	1
RPS6KA3	1	1
APIP	0.00805631506696409	0.0541367508662549
TBC1D7	1	1
CSDE1	1	1
ECHDC3	1	1
EMC8	0.0262108568366716	0.111439659655217
ALG10B	1	1
AIDA	0.0227794363865433	0.103860406378284
ZSCAN22	0.00962955406128546	0.0615742196087176
SNRPG	1	1
UPK3A	1	1
MLF1	1	1
SLC16A14	1	1
DIAPH3	1	1
DENND1B	1	1
ATP5F1	1	1
DKK1	1	1
IRAK4	0.0107333827791634	0.0663496856698833
BARX1	1	1
CEACAM1	0.0269930416421424	0.112837145071104
KIF5B	0.00312306027856712	0.0261799563411042
LRRC8C	1	1
MZT2A	1	1
POTED	1	1
SLC16A3	1	1
ARL14	1	1
PABPN1	0.000628580530154901	0.00786421611021965
HOXC6	0.0435110778105693	0.141600691752791
SLC52A2	1	1
ETNK1	1	1
CYP4A22	1	1
ARHGAP8	1	1
ZNF300	1	1
MS4A3	1	1
FRA10AC1	1	1
KATNBL1	1	1
MSANTD3	0.0256237647062437	0.109877254546355
DNAJB5	1	1
NR6A1	1	1
PPP6R2	1	1
TRIM27	1	1
CRISP3	1	1
RASSF3	1	1
NRBP2	1	1
GMPR2	1	1
ZNF438	1	1
RAVER1	1	1
RASSF6	1	1
ZFP62	1	1
MOG	1	1
EGFL7	0.0315236726494188	0.121560565976941
KDM5D	1	1
RAB2B	1	1
PLAA	0.0359136713832145	0.129443239919914
QPRT	1	1
SHQ1	1	1
SERPIND1	1	1
PRR23A	1	1
NT5DC1	0.0371106700627852	0.131474516910893
RNF144B	1	1
RABEP1	0.0267668408592154	0.112464083083293
POU2F1	0.0169696323616067	0.0879618558193376
